Seafloor Age,Distance Along Trench,Trench Absolute Orthogonal,Convergence Orthogonal,Convergence Parallel,decompacted sediment thickness,sediment thickness,ocean crust carbon percent,Label
98.08,6.17,-0.09,1.82,-0.6,5.65,165.44,2.72,0
97.67,5.98,-1.63,10.26,-3.07,5.82,168.18,2.72,0
96.96,5.79,-1.64,10.28,-3.04,4.16,168.57,2.72,0
97.37,5.79,-1.65,10.29,-3.02,4.99,168.24,2.73,0
97.38,5.6,-1.66,10.31,-2.99,4.86,164.74,2.75,0
98.07,5.03,0.88,7.06,3.2,3.78,168.32,2.78,0
97.76,4.84,0.86,7.08,3.27,3.37,167.56,2.79,0
97.5,4.66,0.83,7.1,3.33,3.15,167.85,2.81,0
97.23,4.66,0.31,7.62,4.24,3.29,166.45,2.82,0
96.9,4.67,0.3,7.63,4.3,2.71,166.72,2.83,0
97.33,4.5,0.26,7.66,4.36,5.9,162.73,2.85,0
96.99,4.51,-2.22,10.13,0.37,9.16,159.12,2.86,0
96.63,4.34,-2.29,10.19,0.47,6.14,169.98,2.86,0
96.31,4.36,-2.34,10.24,0.56,7.38,158.68,2.85,0
96.74,4.37,-2.39,10.28,0.66,4.98,310.7,2.84,0
94.81,4.39,-2.69,10.57,-0.51,11.15,318.78,2.84,0
90.77,4.21,-3.31,11.19,-3.36,10.99,323.07,2.82,0
86.18,4.23,-3.32,11.19,-3.32,10.31,164.91,2.74,0
80.91,4.24,-3.33,11.2,-3.28,2.8,165.92,2.66,0
72.5,4.07,-3.35,12.53,-3.04,2.76,162.66,2.62,0
67.96,4.08,-3.36,12.53,-3.0,2.62,163.3,2.6,0
63.79,4.1,-0.69,9.86,3.19,2.6,7115.28,2.58,0
60.92,3.04,-0.68,9.85,3.2,2.61,163.85,2.56,0
58.59,3.04,-0.68,9.85,3.2,2.15,163.75,2.55,0
56.68,3.04,-0.68,9.85,3.2,2.08,161.99,2.54,0
54.85,3.04,-0.68,9.84,3.21,2.22,163.38,2.53,0
53.52,3.04,-0.68,9.84,3.21,2.11,163.25,2.52,0
52.24,3.04,-0.68,9.84,3.22,1.84,163.1,2.52,0
51.11,3.04,-0.67,9.84,3.22,1.87,162.97,2.51,0
49.99,3.04,-0.67,9.83,3.23,1.76,162.87,2.5,0
48.88,3.04,-0.67,9.83,3.23,1.64,162.77,2.49,0
47.69,3.04,9.01,0.0,0.0,1.66,162.7,2.49,0
49.58,25.93,-1.23,8.66,1.51,1.57,162.52,2.5,0
46.4,18.53,-9.1,5.8,6.57,1.4,162.34,2.48,0
48.05,19.47,-9.03,6.91,5.44,1.26,162.17,2.49,0
51.85,19.88,-9.03,6.92,5.46,1.27,238.36,2.51,0
52.84,20.5,-9.02,6.92,5.48,1.25,241.17,2.52,0
53.12,20.9,-9.01,6.92,5.5,5.77,214.82,2.52,0
52.36,18.47,-9.0,6.91,5.52,3.18,233.02,2.52,0
52.25,18.27,-8.99,6.91,5.53,2.94,229.91,2.52,0
63.29,18.26,-8.98,6.9,5.55,3.07,162.24,2.64,0
58.41,18.25,-9.15,10.77,4.81,3.03,215.54,2.56,0
49.12,2.18,-3.24,2.91,0.48,2.92,213.54,2.5,0
48.51,2.18,-3.23,2.91,0.48,39.18,160.08,2.49,0
48.57,2.18,-3.22,2.91,0.48,6.46,152.68,2.49,0
47.68,2.18,-3.2,2.91,0.48,2.57,154.99,2.49,0
47.42,2.18,-3.19,2.91,0.48,1.58,161.9,2.48,0
48.19,2.18,-3.18,2.91,0.48,1.23,165.4,2.49,0
46.9,2.18,-3.16,2.91,0.48,-0.0,166.73,2.48,0
47.35,2.18,-3.15,2.91,0.48,-0.0,167.21,2.48,0
45.27,2.18,-3.14,2.91,0.48,0.0,170.22,2.47,0
44.71,2.18,-2.47,7.48,3.87,0.0,172.12,2.47,0
45.69,2.18,-2.47,7.48,3.87,0.0,168.52,2.47,0
44.0,2.18,-2.47,7.48,3.87,0.0,172.77,2.46,0
50.1,2.18,-2.47,7.48,3.87,0.0,172.45,2.58,0
48.76,2.18,-2.46,7.48,3.87,0.0,172.05,2.57,0
47.92,2.18,-2.46,7.48,3.87,0.0,171.75,2.56,0
47.2,2.18,-2.46,7.48,3.87,0.0,171.45,2.56,0
33.66,2.18,-2.46,7.48,3.87,0.0,171.16,2.38,0
33.83,2.18,-2.45,7.48,3.87,0.0,170.86,2.38,0
36.3,2.18,-2.45,7.48,3.87,0.0,170.41,2.4,0
36.49,2.18,-2.27,5.71,1.25,0.0,170.12,2.4,0
36.36,2.18,-2.27,5.71,1.25,0.0,169.82,2.4,0
36.31,2.18,-2.27,5.71,1.25,0.0,169.96,2.41,0
36.19,2.18,-2.26,5.71,1.25,0.0,169.66,2.41,0
36.08,2.18,-2.26,5.71,1.25,0.0,169.36,2.42,0
36.02,2.18,-2.26,5.71,1.25,0.0,168.85,2.44,0
38.28,2.18,-2.26,5.71,1.25,0.0,167.27,2.52,0
38.18,2.18,-2.26,5.71,1.25,0.0,165.63,2.53,0
38.15,2.18,-2.25,5.71,1.25,0.0,162.75,2.54,0
38.06,2.18,-2.25,5.71,1.25,0.0,161.53,2.54,0
37.98,2.18,-0.58,5.4,0.69,0.0,160.43,2.54,0
38.19,2.18,-0.58,5.4,0.69,0.0,157.46,2.54,0
38.35,1.99,-0.58,5.39,0.69,0.0,156.18,2.53,0
38.46,2.18,-0.58,5.4,0.69,0.0,155.21,2.51,0
38.57,2.18,-0.58,5.4,0.69,0.0,154.06,2.49,0
38.69,2.18,-0.58,5.4,0.69,0.0,153.1,2.46,0
38.7,2.18,-0.58,5.4,0.69,0.0,150.34,2.42,0
38.8,2.18,-0.58,5.4,0.69,0.0,149.45,2.38,0
38.9,2.18,-0.58,5.4,0.69,0.0,149.2,2.34,0
39.0,2.18,-0.58,5.4,0.69,0.0,148.72,2.28,0
0.35,11.73,-2.08,4.28,0.92,123.61,4724.53,0.34,0
3.82,12.83,-2.09,4.29,0.91,132.94,5370.23,0.92,0
3.59,13.29,-2.09,4.31,0.9,123.68,5242.15,0.94,0
3.34,13.78,-2.1,4.32,0.89,122.46,5014.21,0.95,0
3.1,14.34,-2.1,4.33,0.87,121.23,1280.09,0.96,0
2.88,14.94,-2.11,4.35,0.86,113.85,583.4,0.96,0
2.58,13.69,-2.11,1.33,-3.97,116.19,1476.4,0.96,0
2.24,15.47,-2.12,4.37,0.84,115.2,1468.88,0.95,0
4.06,15.47,-2.13,4.38,0.82,111.6,946.56,1.14,0
4.16,16.7,-2.13,4.39,0.81,111.22,1746.06,1.17,0
4.26,16.7,-2.12,4.4,0.66,97.23,1050.74,1.2,0
4.34,16.7,-2.3,4.4,-0.57,95.84,955.86,1.22,0
4.34,16.7,-2.31,4.41,-0.58,102.03,1042.36,1.23,0
3.89,16.7,-2.31,4.42,-0.59,98.89,985.76,1.21,0
6.65,16.7,-2.32,4.42,-0.6,89.7,975.77,1.36,0
6.11,16.7,-2.32,4.43,-0.61,93.43,960.73,1.34,0
5.59,16.7,-2.33,4.44,-0.62,88.69,942.67,1.32,0
5.07,16.7,-2.33,4.44,-0.64,87.56,1096.44,1.3,0
8.56,16.66,-2.34,4.45,-0.65,86.86,1068.36,1.44,0
11.44,15.57,-2.02,3.68,-2.5,36.21,1050.19,1.53,0
13.39,15.88,-2.03,5.2,-3.02,39.78,1193.55,1.63,0
13.31,15.5,-2.04,5.27,-3.07,35.43,1175.02,1.65,0
14.06,15.82,-2.04,5.17,-3.07,41.67,1159.05,1.7,0
13.95,16.2,-2.05,5.08,-3.06,37.89,1095.43,1.71,0
15.64,16.71,-2.05,4.98,-3.05,34.18,1045.06,1.78,0
15.74,17.21,-2.07,5.74,-2.71,28.5,964.95,1.8,0
18.65,17.69,-2.07,6.83,-2.32,26.04,924.2,1.9,0
20.37,16.73,-2.1,8.85,-2.42,13.18,814.73,1.97,0
17.75,47.36,-1.79,7.91,3.8,9.59,578.34,1.92,0
17.75,47.13,-1.79,7.9,3.7,11.22,549.88,1.93,0
18.8,46.92,-1.62,6.38,1.28,12.8,525.3,1.94,0
18.13,46.7,-1.6,6.17,0.96,9.98,505.38,1.93,0
17.38,46.46,-1.6,6.12,0.91,10.3,485.94,1.91,0
17.61,46.22,-1.61,6.07,0.85,11.38,640.14,1.9,0
16.76,45.99,-1.61,6.01,0.79,10.37,444.58,1.89,0
15.29,45.76,-1.61,5.96,0.74,10.64,427.9,1.87,0
15.91,45.63,-1.61,5.91,0.68,9.27,586.13,1.86,0
13.9,45.49,-1.0,4.55,-1.24,8.81,559.98,1.83,0
12.29,45.36,-1.04,4.29,-1.54,6.28,438.16,1.8,0
10.52,45.23,-1.05,4.22,-1.57,6.47,419.59,1.77,0
9.97,45.1,-1.05,4.22,-1.64,8.18,408.69,1.75,0
8.36,44.97,-1.06,4.43,-1.82,7.53,393.55,1.71,0
6.71,44.84,-1.06,4.36,-1.86,7.17,384.55,1.65,0
6.41,44.71,-1.06,4.28,-1.9,4.76,371.06,1.63,0
4.59,44.58,-1.28,4.59,-1.65,4.24,313.67,1.34,0
3.16,44.46,-3.23,8.0,0.92,3.63,304.97,1.44,0
3.8,44.33,-3.23,7.89,0.76,3.3,328.22,1.48,0
3.11,44.28,-2.62,7.65,0.59,3.3,317.95,1.42,0
1.02,44.28,-2.62,7.65,0.51,3.05,310.67,1.12,0
0.24,44.32,-2.63,20.52,-15.73,2.79,300.96,0.59,0
0.39,44.28,-2.63,21.7,-15.06,2.07,113.7,0.84,0
0.34,44.28,-2.64,22.21,-14.94,1.61,102.79,0.8,0
0.81,44.28,-2.45,21.01,-13.64,1.09,275.27,1.02,0
6.23,44.28,-0.72,9.26,-2.94,0.36,268.39,1.56,0
6.36,44.28,-0.73,9.09,-3.53,0.04,260.95,1.56,0
6.63,44.28,-0.73,9.07,-3.51,0.35,252.13,1.56,0
6.85,44.28,-0.74,9.04,-3.49,0.12,246.2,1.56,0
7.02,44.28,-3.69,9.02,-3.47,-0.0,239.25,1.56,0
6.05,44.28,-3.68,11.45,-2.03,0.47,489.97,1.52,0
6.06,44.28,-3.68,12.46,-1.43,-0.0,224.25,1.52,0
4.59,44.28,-3.68,12.44,-1.39,0.01,343.85,1.44,0
13.33,44.28,-3.68,12.43,-1.36,-0.0,487.73,1.85,0
15.13,44.28,-3.68,11.92,-1.96,0.0,494.48,1.91,0
14.11,44.28,-3.68,11.9,-1.94,0.08,473.01,1.89,0
14.57,44.28,-3.17,13.59,-3.28,0.0,347.08,1.94,0
14.32,44.28,-1.98,17.45,-6.18,-0.0,1345.89,1.95,0
52.3,44.28,-1.97,17.45,-6.15,0.03,1357.39,2.2,0
52.13,44.28,-2.33,17.45,-6.13,-0.02,1393.07,2.23,0
65.44,44.28,-2.32,17.67,-6.67,22.4,1402.47,2.47,0
63.63,44.28,-2.32,17.68,-6.73,24.55,1393.02,2.46,0
69.11,44.28,-2.31,15.05,-3.16,29.99,1307.62,2.54,0
68.68,44.28,-2.3,11.14,2.33,35.71,1311.23,2.54,0
68.05,44.28,-2.29,11.13,2.45,37.87,1317.31,2.55,0
68.26,44.28,-2.29,11.71,1.79,35.41,1328.9,2.56,0
67.61,44.28,-2.28,11.94,1.56,27.1,1367.3,2.56,0
67.35,44.28,-2.27,11.92,1.64,20.34,1394.37,2.56,0
67.71,44.28,-2.26,11.96,1.77,17.85,1374.08,2.57,0
67.15,44.28,-2.25,11.95,1.85,20.99,1286.43,2.57,0
67.4,44.28,-2.24,11.92,1.94,22.58,1177.9,2.58,0
67.64,44.28,-2.23,11.9,2.02,25.44,1085.55,2.58,0
67.15,44.28,-1.62,5.02,3.96,33.18,996.86,2.58,0
68.21,56.52,-1.6,13.21,2.89,37.14,911.44,2.58,0
68.67,56.68,-1.58,13.21,2.76,37.21,931.37,2.58,0
69.11,44.28,-1.56,13.2,2.64,33.44,996.51,2.57,0
68.75,44.28,-1.54,13.19,2.51,32.36,880.09,2.57,0
69.48,44.28,-1.52,13.17,2.39,32.88,991.31,2.55,0
70.92,44.28,-1.5,13.16,2.26,28.12,1007.58,2.5,0
68.36,44.28,-1.48,11.41,3.79,22.41,1106.39,2.52,0
63.27,44.28,-1.46,11.44,3.73,24.69,1120.94,2.55,0
64.19,44.28,-1.44,11.48,3.66,29.89,999.5,2.54,0
65.13,44.28,-1.42,11.51,3.6,32.48,149.89,2.52,0
65.65,44.28,-1.4,11.55,3.54,32.58,150.11,2.48,0
66.71,44.28,-1.38,7.02,3.46,32.87,149.17,2.4,0
67.32,44.28,-1.35,7.05,3.47,32.09,149.13,2.3,0
67.95,44.28,-1.33,7.09,3.47,32.98,149.14,2.21,0
68.13,44.28,-1.31,7.12,3.48,32.98,147.79,2.16,0
68.83,44.28,-1.29,7.15,3.49,32.75,147.78,2.12,0
69.25,44.28,-1.26,8.43,1.69,34.01,148.23,2.11,0
68.44,44.28,-1.24,8.44,1.68,34.09,148.13,2.11,0
69.36,44.28,-1.22,8.44,1.67,34.37,147.69,2.11,0
68.54,44.28,-1.19,8.45,1.67,35.28,149.07,2.11,0
68.74,44.28,-1.17,8.46,1.66,35.27,149.14,2.13,0
67.88,44.28,-2.77,10.1,0.47,27.13,158.0,2.13,0
68.05,44.28,-2.79,10.15,0.51,26.66,157.87,2.16,0
69.07,44.28,-2.81,10.2,0.55,26.28,158.23,2.27,0
69.24,44.28,-2.83,10.26,0.58,25.98,158.6,2.34,0
68.33,44.28,-2.84,10.31,0.62,25.37,158.47,2.34,0
68.47,44.28,-2.0,10.65,11.44,27.28,158.84,2.4,0
70.25,44.28,-2.0,10.66,11.46,24.56,158.82,2.43,0
71.0,44.28,-2.01,10.67,11.47,24.11,159.3,2.38,0
73.55,44.28,-2.02,10.67,11.49,23.43,159.54,2.33,0
75.42,44.28,-2.03,10.68,11.5,23.27,159.71,2.4,0
77.01,44.28,-2.03,10.69,11.52,22.66,160.05,2.45,0
80.83,44.28,-2.04,10.7,11.54,22.22,159.99,2.48,0
86.67,44.28,-2.04,10.7,11.55,21.88,160.34,2.62,0
92.43,44.28,-2.05,10.71,11.56,21.44,160.28,2.7,0
93.2,44.28,-2.05,10.71,11.58,21.19,160.62,2.7,0
93.95,44.28,-1.17,11.28,13.14,20.67,159.94,2.7,0
96.41,44.11,-1.94,14.26,13.18,20.07,160.27,2.71,0
96.86,43.77,-1.93,14.3,13.1,19.56,160.7,2.71,0
94.02,43.42,-1.91,16.1,9.56,19.2,161.14,2.7,0
89.64,43.0,-1.89,16.11,9.48,18.9,160.41,2.69,0
80.59,42.59,-1.84,15.54,8.47,18.69,160.46,2.63,0
77.61,42.44,-1.74,14.2,6.24,17.29,164.33,2.58,0
74.34,42.42,-1.73,14.22,6.14,16.11,164.93,2.51,0
71.05,42.4,-1.72,14.24,6.04,15.99,161.03,2.45,0
68.85,42.37,-1.71,14.26,5.94,15.56,160.49,2.43,0
107.92,42.35,-2.37,14.02,2.71,14.6,162.99,2.75,0
107.25,42.21,-2.62,13.6,0.3,11.95,168.0,2.74,0
103.81,41.98,-2.59,13.57,0.22,11.44,168.67,2.73,0
98.8,41.74,-2.57,13.53,0.14,10.95,169.08,2.72,0
96.35,41.51,-2.55,13.49,0.06,11.02,169.86,2.71,0
89.59,41.27,-2.53,7.77,0.22,11.48,168.69,2.69,0
88.04,40.89,-2.5,7.75,0.22,11.88,169.07,2.68,0
83.91,40.65,-2.51,7.66,0.14,11.5,169.86,2.67,0
82.26,40.41,-2.77,7.09,-0.54,9.43,170.64,2.66,0
80.08,40.22,-2.75,7.07,-0.54,8.8,170.73,2.65,0
79.25,4.45,1.1,1.7,0.43,7.5,169.33,2.65,0
77.72,3.91,1.11,1.71,0.44,7.56,168.52,2.64,0
73.8,3.91,1.12,1.72,0.46,7.25,167.36,2.63,0
71.99,3.91,1.13,1.73,0.48,7.6,167.06,2.62,0
65.87,6.54,1.6,1.29,-0.94,7.38,166.38,2.59,0
64.44,6.36,1.14,1.77,-2.19,7.25,165.34,2.58,0
62.66,6.36,0.65,1.78,-1.56,7.55,165.09,2.57,0
56.7,6.17,-0.1,1.8,-0.63,6.53,166.47,2.49,0
98.46,5.98,-0.09,1.82,-0.61,6.33,166.29,2.72,0
98.08,5.98,-0.09,1.83,-0.6,5.65,165.44,2.72,0
96.79,5.79,-1.64,10.27,-3.07,5.63,168.18,2.71,0
96.96,5.6,-1.65,10.29,-3.04,4.16,168.57,2.72,0
97.37,5.6,-1.65,10.3,-3.02,4.99,168.24,2.73,0
98.2,5.03,-1.56,10.73,0.81,3.61,168.64,2.76,0
98.03,4.84,0.87,7.07,3.2,3.78,168.32,2.78,0
97.76,4.66,0.84,7.1,3.27,3.37,167.56,2.79,0
97.5,4.66,0.83,7.1,3.33,3.15,167.85,2.81,0
97.23,4.47,0.29,7.64,4.24,3.29,166.45,2.82,0
96.9,4.48,0.28,7.65,4.3,2.71,162.42,2.83,0
97.31,4.31,0.24,7.67,4.36,5.9,162.73,2.85,0
96.99,4.33,-2.24,10.15,0.37,9.16,159.12,2.86,0
96.63,4.15,-2.31,10.21,0.47,6.14,169.98,2.86,0
96.31,4.17,-2.36,10.26,0.56,7.38,158.68,2.85,0
96.74,4.18,-2.41,10.3,0.66,4.98,310.7,2.84,0
94.75,4.2,-2.71,10.58,-0.51,11.15,318.78,2.85,0
91.33,4.03,-3.32,11.19,-3.36,10.99,323.07,2.83,0
86.18,4.04,-3.33,11.2,-3.32,10.31,164.91,2.74,0
77.85,4.06,-3.34,11.21,-3.28,2.8,165.92,2.64,0
72.5,3.88,-3.36,12.54,-3.04,2.76,162.66,2.62,0
67.96,3.9,-3.37,12.54,-3.0,2.62,163.3,2.6,0
63.79,3.91,-0.69,9.86,3.19,2.6,163.97,2.58,0
60.92,2.85,-0.69,9.85,3.2,2.61,163.85,2.56,0
58.92,2.85,-0.68,9.85,3.2,2.15,163.75,2.55,0
56.39,2.85,-0.68,9.85,3.2,2.08,161.99,2.54,0
54.85,2.85,-0.68,9.84,3.21,2.22,163.38,2.53,0
53.52,2.85,-0.68,9.84,3.21,2.11,163.25,2.52,0
52.24,2.85,-0.68,9.84,3.22,1.84,163.1,2.52,0
51.11,2.85,-0.68,9.84,3.22,1.87,162.97,2.51,0
49.99,2.85,-0.67,9.83,3.23,1.76,162.87,2.5,0
48.88,2.85,-0.67,9.83,3.23,1.64,162.77,2.49,0
47.69,2.85,9.01,0.0,0.0,1.66,162.7,2.49,0
49.58,25.74,-1.86,8.77,0.7,1.57,162.52,2.5,0
48.57,25.54,-1.86,8.78,0.72,1.32,165.3,2.49,0
48.05,19.65,-9.03,6.92,5.44,1.26,162.17,2.49,0
52.89,20.07,-9.03,6.92,5.46,1.27,238.36,2.52,0
52.84,20.7,-9.02,6.92,5.48,1.25,241.17,2.52,0
53.12,21.1,-9.01,6.92,5.5,5.77,214.82,2.52,0
52.36,18.67,-9.0,6.92,5.52,3.18,233.02,2.52,0
51.82,18.47,-8.99,6.91,5.53,2.94,229.91,2.51,0
63.29,18.26,-8.98,6.9,5.55,3.07,162.24,2.64,0
58.41,18.64,-9.14,10.74,4.81,3.03,215.54,2.56,0
49.12,1.99,-3.23,2.94,0.48,2.92,213.54,2.5,0
48.51,1.99,-3.22,2.94,0.48,39.18,160.08,2.49,0
48.57,1.99,-3.21,2.94,0.48,6.46,152.68,2.49,0
47.68,1.99,-3.19,2.94,0.48,2.57,154.99,2.49,0
47.42,1.99,-3.18,2.94,0.48,1.58,161.9,2.48,0
48.19,1.99,-3.17,2.94,0.48,1.23,165.4,2.49,0
46.9,1.99,-3.15,2.94,0.48,-0.0,166.73,2.48,0
47.35,1.99,-3.14,2.94,0.48,0.0,169.17,2.48,0
45.27,1.99,-3.12,2.94,0.48,0.0,170.22,2.47,0
44.71,1.99,-2.46,7.48,3.87,0.0,172.12,2.47,0
45.04,1.99,-2.46,7.48,3.87,0.0,168.52,2.47,0
44.0,1.99,-2.46,7.48,3.87,0.0,172.77,2.46,0
50.1,1.99,-2.45,7.48,3.87,0.0,172.45,2.58,0
48.76,1.99,-2.45,7.48,3.87,0.0,172.05,2.57,0
47.92,1.99,-2.45,7.48,3.87,0.0,171.75,2.56,0
46.33,1.99,-2.45,7.48,3.87,0.0,171.45,2.54,0
33.66,1.99,-2.44,7.48,3.87,0.0,171.16,2.38,0
33.83,1.99,-2.44,7.48,3.87,0.0,170.86,2.38,0
36.3,1.99,-2.44,7.48,3.87,0.0,170.41,2.4,0
36.49,1.99,-2.26,5.69,1.25,0.0,170.12,2.4,0
36.36,1.99,-2.26,5.69,1.25,0.0,169.82,2.4,0
36.31,1.99,-2.25,5.69,1.25,0.0,169.96,2.41,0
36.19,1.99,-2.25,5.69,1.25,0.0,169.66,2.41,0
36.08,1.99,-2.25,5.69,1.25,0.0,169.36,2.42,0
36.02,1.99,-2.25,5.69,1.25,0.0,167.23,2.44,0
38.28,1.99,-2.25,5.69,1.25,0.0,167.27,2.52,0
38.24,1.99,-2.24,5.69,1.25,0.0,164.23,2.53,0
38.15,1.99,-2.24,5.69,1.25,0.0,162.75,2.54,0
38.06,1.99,-2.24,5.69,1.25,0.0,161.53,2.54,0
38.01,1.99,-0.58,5.39,0.69,0.0,159.08,2.54,0
38.19,1.99,-0.58,5.39,0.69,0.0,157.46,2.54,0
38.35,1.99,-0.58,5.39,0.69,0.0,156.18,2.53,0
38.46,1.99,-0.58,5.39,0.69,0.0,155.21,2.51,0
38.57,1.99,-0.58,5.39,0.69,0.0,154.06,2.49,0
38.61,1.99,-0.58,5.39,0.69,0.0,151.2,2.46,0
38.7,1.99,-0.58,5.39,0.69,0.0,150.34,2.42,0
38.8,1.99,-0.58,5.39,0.69,0.0,149.45,2.38,0
38.9,1.99,-0.58,5.39,0.69,0.0,149.2,2.34,0
39.0,1.99,-0.58,5.39,0.69,0.0,148.72,2.28,0
2.12,11.55,-2.09,4.28,0.92,123.61,4724.53,0.73,0
3.82,12.66,-2.09,4.29,0.91,132.94,5370.23,0.92,0
3.59,13.12,-2.1,4.31,0.9,123.68,5242.15,0.94,0
3.34,13.6,-2.1,4.32,0.89,122.46,5108.83,0.95,0
3.1,14.17,-2.11,4.33,0.87,121.23,4982.33,0.96,0
2.88,14.77,-2.11,4.35,0.86,113.85,583.4,0.96,0
2.65,13.54,-2.12,4.36,0.85,116.19,1476.4,0.96,0
4.02,15.3,-2.12,4.37,0.84,115.2,1468.88,1.11,0
4.06,15.3,-2.13,4.38,0.82,111.6,946.56,1.14,0
4.16,16.52,-2.13,4.39,0.81,111.22,1746.06,1.17,0
4.26,16.52,-2.13,4.4,0.66,97.23,1050.74,1.2,0
4.34,16.52,-2.31,4.4,-0.57,95.84,955.86,1.22,0
3.9,16.52,-2.31,4.41,-0.58,102.03,1042.36,1.2,0
6.93,16.52,-2.32,4.41,-0.59,98.89,985.76,1.36,0
6.65,16.52,-2.32,4.42,-0.6,89.7,975.77,1.36,0
6.11,16.52,-2.33,4.43,-0.61,93.43,960.73,1.34,0
5.59,16.52,-2.33,4.43,-0.62,88.69,942.67,1.32,0
5.07,16.52,-2.34,4.44,-0.64,87.56,1096.44,1.3,0
7.44,16.49,-2.34,4.44,-0.65,86.86,1068.36,1.4,0
11.44,15.57,-2.02,3.68,-2.5,36.21,1050.19,1.53,0
13.39,15.88,-2.03,5.2,-3.02,39.78,1193.55,1.63,0
13.31,15.5,-2.04,5.27,-3.07,35.43,1175.02,1.65,0
14.06,15.82,-2.04,5.17,-3.07,41.67,1159.05,1.7,0
13.95,16.2,-2.05,5.08,-3.06,37.89,1095.43,1.71,0
15.64,16.71,-2.05,4.98,-3.05,34.18,1045.06,1.78,0
15.74,17.21,-2.07,5.74,-2.71,28.5,964.95,1.8,0
18.65,17.69,-2.07,6.83,-2.32,26.04,924.2,1.9,0
20.37,16.73,-2.1,8.85,-2.42,13.18,814.73,1.97,0
17.75,47.16,-1.79,7.98,3.8,9.59,578.34,1.92,0
18.87,46.94,-1.8,7.97,3.7,11.22,549.88,1.95,0
18.8,46.72,-1.62,6.45,1.28,12.8,525.3,1.94,0
18.13,46.5,-1.61,6.24,0.96,9.98,505.38,1.93,0
18.43,46.26,-1.61,6.19,0.91,10.3,485.94,1.92,0
17.61,46.03,-1.61,6.14,0.85,11.38,640.14,1.9,0
16.76,45.79,-1.62,6.09,0.79,10.37,626.18,1.89,0
16.85,45.57,-1.62,6.03,0.74,10.64,606.08,1.87,0
15.91,45.43,-1.62,5.98,0.68,9.27,586.13,1.86,0
13.9,45.3,-1.01,4.6,-1.24,8.81,559.98,1.83,0
14.49,45.16,-1.05,4.34,-1.54,6.28,438.16,1.83,0
12.97,45.03,-1.06,4.27,-1.57,6.47,419.59,1.8,0
9.97,44.9,-1.06,4.27,-1.64,8.18,408.69,1.75,0
8.36,44.77,-1.06,4.48,-1.82,7.53,393.55,1.71,0
9.4,44.64,-1.07,4.41,-1.86,7.17,384.55,1.72,0
6.41,44.52,-1.07,4.33,-1.9,4.76,371.06,1.63,0
4.59,44.39,-1.29,4.64,-1.65,4.24,313.67,1.34,0
3.16,44.26,-3.23,8.04,0.92,3.63,304.97,1.44,0
3.8,44.14,-3.24,7.94,0.76,3.3,328.22,1.48,0
3.11,44.09,-2.62,7.68,0.59,3.3,317.95,1.42,0
2.35,44.09,-2.63,7.68,0.51,3.05,310.67,1.34,0
0.24,44.14,-2.63,20.59,-15.73,2.79,303.51,0.59,0
0.04,44.09,-2.64,21.78,-15.06,2.07,292.65,0.22,0
0.34,44.09,-2.64,22.29,-14.94,1.61,102.79,0.8,0
0.81,44.09,-2.46,21.08,-13.64,1.09,275.27,1.02,0
6.23,44.09,-0.73,9.26,-2.94,0.36,268.39,1.56,0
6.36,44.09,-0.73,9.09,-3.53,0.04,260.95,1.56,0
6.63,44.09,-0.74,9.07,-3.51,0.35,252.13,1.56,0
6.85,44.09,-0.74,9.04,-3.49,0.12,246.2,1.56,0
5.65,44.09,-3.69,9.02,-3.47,-0.0,239.25,1.51,0
6.05,44.09,-3.69,11.45,-2.03,0.47,489.97,1.52,0
4.74,44.09,-3.69,12.46,-1.43,-0.0,224.25,1.46,0
4.59,44.09,-3.69,12.45,-1.39,0.01,343.85,1.44,0
14.87,44.09,-3.69,12.43,-1.36,-0.0,487.73,1.89,0
15.13,44.09,-3.68,11.93,-1.96,0.0,494.48,1.91,0
14.11,44.09,-3.68,11.91,-1.94,0.08,473.01,1.89,0
14.57,44.09,-3.17,13.6,-3.28,0.0,347.08,1.94,0
14.32,44.09,-1.99,17.46,-6.18,-0.0,1345.89,1.95,0
52.61,44.09,-1.98,17.46,-6.15,0.03,1357.39,2.21,0
53.7,44.09,-2.33,17.46,-6.13,-0.02,1393.07,2.29,0
65.44,44.09,-2.33,17.68,-6.67,22.4,1402.47,2.47,0
64.45,44.09,-2.32,17.69,-6.73,24.55,1393.02,2.47,0
69.11,44.09,-2.31,15.05,-3.16,29.99,1307.62,2.54,0
68.68,44.09,-2.31,11.12,2.33,35.71,1311.23,2.54,0
68.83,44.09,-2.3,11.11,2.45,37.87,1317.31,2.56,0
68.26,44.09,-2.29,11.68,1.79,35.41,1328.9,2.56,0
68.47,44.09,-2.28,11.91,1.56,27.1,1367.3,2.57,0
67.84,44.09,-2.27,11.89,1.64,20.34,1394.37,2.57,0
68.13,44.09,-2.26,11.93,1.77,19.16,1374.08,2.58,0
68.38,44.09,-2.26,11.92,1.85,20.99,1286.43,2.58,0
67.8,44.09,-2.25,11.89,1.94,22.58,1177.9,2.58,0
68.07,44.09,-2.24,11.86,2.02,25.44,1085.55,2.58,0
68.52,44.09,-1.62,5.0,3.96,33.18,996.86,2.58,0
68.21,56.32,-1.6,13.23,2.89,37.14,911.44,2.58,0
68.67,56.49,-1.58,13.23,2.76,37.21,931.37,2.58,0
69.11,44.09,-1.57,13.22,2.64,33.44,996.51,2.57,0
